STRATUM,STRATUM_VALUE,AMPLITUDE_KMS,PERIOD_DAYS,ECCENTRICITY,SIGNAL_MODEL,NOISE_MODEL,SEED,N_TRIALS,N_DETECTED,DETECTION_FRACTION
MEDIAN_FEH,LT_MINUS1_5,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,101,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,380,1,0.002631578947368421
MEDIAN_LOGG,GE3_5,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,946,2,0.0021141649048625794
MEDIAN_LOGG,LT3_5,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,54,0,0.0
MEDIAN_SN_R,10_TO_30,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,418,0,0.0
MEDIAN_SN_R,GE30,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,440,2,0.004545454545454545
MEDIAN_SN_R,LT10,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,142,0,0.0
MEDIAN_TEFF,4500_TO_6500,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,798,2,0.002506265664160401
MEDIAN_TEFF,GE6500,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,38,0,0.0
MEDIAN_TEFF,LT4500,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,164,0,0.0
N_EPOCHS,3,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,615,0,0.0
N_EPOCHS,4,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,177,0,0.0
N_EPOCHS,5+,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,208,2,0.009615384615384616
PROGRAM,BACKUP,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,776,1,0.001288659793814433
PROGRAM,BRIGHT,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,138,0,0.0
PROGRAM,DARK,5.0,1000.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,86,1,0.011627906976744186
ALL,ALL,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,375,0.375
BASELINE_DAYS,30_TO_180,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,592,219,0.36993243243243246
BASELINE_DAYS,GE180,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,61,35,0.5737704918032787
BASELINE_DAYS,LT30,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,347,121,0.34870317002881845
MEDIAN_FEH,GE_MINUS0_5,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,497,231,0.4647887323943662
MEDIAN_FEH,LT_MINUS1_5,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,119,19,0.15966386554621848
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,384,125,0.3255208333333333
MEDIAN_LOGG,GE3_5,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,949,359,0.37829293993677554
MEDIAN_LOGG,LT3_5,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,51,16,0.3137254901960784
MEDIAN_SN_R,10_TO_30,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,437,155,0.35469107551487417
MEDIAN_SN_R,GE30,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,433,194,0.44803695150115475
MEDIAN_SN_R,LT10,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,130,26,0.2
MEDIAN_TEFF,4500_TO_6500,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,826,298,0.36077481840193704
MEDIAN_TEFF,GE6500,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,31,8,0.25806451612903225
MEDIAN_TEFF,LT4500,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,143,69,0.4825174825174825
N_EPOCHS,3,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,636,215,0.3380503144654088
N_EPOCHS,4,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,172,72,0.4186046511627907
N_EPOCHS,5+,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,192,88,0.4583333333333333
PROGRAM,BACKUP,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,764,292,0.38219895287958117
PROGRAM,BRIGHT,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,158,63,0.3987341772151899
PROGRAM,DARK,10.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,78,20,0.2564102564102564
ALL,ALL,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,226,0.226
BASELINE_DAYS,30_TO_180,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,628,165,0.2627388535031847
BASELINE_DAYS,GE180,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,51,12,0.23529411764705882
BASELINE_DAYS,LT30,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,321,49,0.1526479750778816
MEDIAN_FEH,GE_MINUS0_5,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,501,135,0.2694610778443114
MEDIAN_FEH,LT_MINUS1_5,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,107,11,0.102803738317757
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,392,80,0.20408163265306123
MEDIAN_LOGG,GE3_5,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,946,215,0.22727272727272727
MEDIAN_LOGG,LT3_5,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,54,11,0.2037037037037037
MEDIAN_SN_R,10_TO_30,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,399,90,0.22556390977443608
MEDIAN_SN_R,GE30,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,466,119,0.2553648068669528
MEDIAN_SN_R,LT10,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,135,17,0.1259259259259259
MEDIAN_TEFF,4500_TO_6500,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,824,175,0.21237864077669902
MEDIAN_TEFF,GE6500,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,34,8,0.23529411764705882
MEDIAN_TEFF,LT4500,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,142,43,0.3028169014084507
N_EPOCHS,3,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,628,112,0.17834394904458598
N_EPOCHS,4,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,171,43,0.25146198830409355
N_EPOCHS,5+,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,201,71,0.35323383084577115
PROGRAM,BACKUP,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,773,168,0.21733505821474774
PROGRAM,BRIGHT,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,121,37,0.30578512396694213
PROGRAM,DARK,10.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,106,21,0.19811320754716982
ALL,ALL,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,78,0.078
BASELINE_DAYS,30_TO_180,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,597,53,0.08877721943048576
BASELINE_DAYS,GE180,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,77,7,0.09090909090909091
BASELINE_DAYS,LT30,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,326,18,0.05521472392638037
MEDIAN_FEH,GE_MINUS0_5,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,515,55,0.10679611650485436
MEDIAN_FEH,LT_MINUS1_5,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,111,4,0.036036036036036036
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,374,19,0.05080213903743316
MEDIAN_LOGG,GE3_5,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,954,72,0.07547169811320754
MEDIAN_LOGG,LT3_5,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,46,6,0.13043478260869565
MEDIAN_SN_R,10_TO_30,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,414,29,0.07004830917874397
MEDIAN_SN_R,GE30,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,461,44,0.09544468546637744
MEDIAN_SN_R,LT10,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,125,5,0.04
MEDIAN_TEFF,4500_TO_6500,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,826,61,0.07384987893462469
MEDIAN_TEFF,GE6500,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,39,3,0.07692307692307693
MEDIAN_TEFF,LT4500,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,135,14,0.1037037037037037
N_EPOCHS,3,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,627,35,0.05582137161084529
N_EPOCHS,4,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,161,18,0.11180124223602485
N_EPOCHS,5+,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,212,25,0.1179245283018868
PROGRAM,BACKUP,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,787,64,0.08132147395171538
PROGRAM,BRIGHT,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,124,10,0.08064516129032258
PROGRAM,DARK,10.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,89,4,0.0449438202247191
ALL,ALL,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,360,0.36
BASELINE_DAYS,30_TO_180,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,632,246,0.38924050632911394
BASELINE_DAYS,GE180,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,69,28,0.4057971014492754
BASELINE_DAYS,LT30,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,299,86,0.28762541806020064
MEDIAN_FEH,GE_MINUS0_5,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,477,210,0.44025157232704404
MEDIAN_FEH,LT_MINUS1_5,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,115,22,0.19130434782608696
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,408,128,0.3137254901960784
MEDIAN_LOGG,GE3_5,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,942,339,0.35987261146496813
MEDIAN_LOGG,LT3_5,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,58,21,0.3620689655172414
MEDIAN_SN_R,10_TO_30,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,450,154,0.3422222222222222
MEDIAN_SN_R,GE30,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,417,191,0.4580335731414868
MEDIAN_SN_R,LT10,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,133,15,0.11278195488721804
MEDIAN_TEFF,4500_TO_6500,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,844,297,0.3518957345971564
MEDIAN_TEFF,GE6500,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,37,9,0.24324324324324326
MEDIAN_TEFF,LT4500,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,119,54,0.453781512605042
N_EPOCHS,3,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,588,169,0.28741496598639454
N_EPOCHS,4,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,188,74,0.39361702127659576
N_EPOCHS,5+,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,224,117,0.5223214285714286
PROGRAM,BACKUP,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,773,280,0.36222509702457956
PROGRAM,BRIGHT,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,122,55,0.45081967213114754
PROGRAM,DARK,10.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,105,25,0.23809523809523808
ALL,ALL,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,244,0.244
BASELINE_DAYS,30_TO_180,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,623,173,0.27768860353130015
BASELINE_DAYS,GE180,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,72,17,0.2361111111111111
BASELINE_DAYS,LT30,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,305,54,0.17704918032786884
MEDIAN_FEH,GE_MINUS0_5,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,502,141,0.28087649402390436
MEDIAN_FEH,LT_MINUS1_5,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,100,16,0.16
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,398,87,0.2185929648241206
MEDIAN_LOGG,GE3_5,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,937,226,0.24119530416221985
MEDIAN_LOGG,LT3_5,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,63,18,0.2857142857142857
MEDIAN_SN_R,10_TO_30,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,404,79,0.19554455445544555
MEDIAN_SN_R,GE30,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,449,150,0.33407572383073497
MEDIAN_SN_R,LT10,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,147,15,0.10204081632653061
MEDIAN_TEFF,4500_TO_6500,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,823,199,0.24179829890643986
MEDIAN_TEFF,GE6500,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,42,10,0.23809523809523808
MEDIAN_TEFF,LT4500,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,135,35,0.25925925925925924
N_EPOCHS,3,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,622,131,0.21061093247588425
N_EPOCHS,4,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,181,43,0.23756906077348067
N_EPOCHS,5+,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,197,70,0.3553299492385787
PROGRAM,BACKUP,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,762,179,0.23490813648293962
PROGRAM,BRIGHT,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,130,32,0.24615384615384617
PROGRAM,DARK,10.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,108,33,0.3055555555555556
ALL,ALL,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,116,0.116
BASELINE_DAYS,30_TO_180,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,626,80,0.12779552715654952
BASELINE_DAYS,GE180,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,64,12,0.1875
BASELINE_DAYS,LT30,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,310,24,0.07741935483870968
MEDIAN_FEH,GE_MINUS0_5,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,484,69,0.14256198347107438
MEDIAN_FEH,LT_MINUS1_5,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,116,8,0.06896551724137931
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,400,39,0.0975
MEDIAN_LOGG,GE3_5,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,951,110,0.1156677181913775
MEDIAN_LOGG,LT3_5,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,49,6,0.12244897959183673
MEDIAN_SN_R,10_TO_30,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,420,45,0.10714285714285714
MEDIAN_SN_R,GE30,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,447,61,0.13646532438478748
MEDIAN_SN_R,LT10,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,133,10,0.07518796992481203
MEDIAN_TEFF,4500_TO_6500,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,823,82,0.09963547995139732
MEDIAN_TEFF,GE6500,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,30,5,0.16666666666666666
MEDIAN_TEFF,LT4500,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,147,29,0.19727891156462585
N_EPOCHS,3,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,606,60,0.09900990099009901
N_EPOCHS,4,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,191,23,0.12041884816753927
N_EPOCHS,5+,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,203,33,0.1625615763546798
PROGRAM,BACKUP,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,774,82,0.10594315245478036
PROGRAM,BRIGHT,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,131,21,0.16030534351145037
PROGRAM,DARK,10.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,95,13,0.1368421052631579
ALL,ALL,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,317,0.317
BASELINE_DAYS,30_TO_180,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,614,262,0.42671009771986973
BASELINE_DAYS,GE180,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,68,23,0.3382352941176471
BASELINE_DAYS,LT30,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,318,32,0.10062893081761007
MEDIAN_FEH,GE_MINUS0_5,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,512,182,0.35546875
MEDIAN_FEH,LT_MINUS1_5,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,114,20,0.17543859649122806
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,374,115,0.3074866310160428
MEDIAN_LOGG,GE3_5,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,962,306,0.3180873180873181
MEDIAN_LOGG,LT3_5,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,38,11,0.2894736842105263
MEDIAN_SN_R,10_TO_30,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,414,118,0.28502415458937197
MEDIAN_SN_R,GE30,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,436,183,0.4197247706422018
MEDIAN_SN_R,LT10,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,150,16,0.10666666666666667
MEDIAN_TEFF,4500_TO_6500,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,814,238,0.29238329238329236
MEDIAN_TEFF,GE6500,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,33,16,0.48484848484848486
MEDIAN_TEFF,LT4500,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,153,63,0.4117647058823529
N_EPOCHS,3,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,636,156,0.24528301886792453
N_EPOCHS,4,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,172,67,0.38953488372093026
N_EPOCHS,5+,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,192,94,0.4895833333333333
PROGRAM,BACKUP,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,750,231,0.308
PROGRAM,BRIGHT,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,140,56,0.4
PROGRAM,DARK,10.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,110,30,0.2727272727272727
ALL,ALL,10.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,250,0.25
BASELINE_DAYS,30_TO_180,10.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,639,204,0.3192488262910798
