STRATUM,STRATUM_VALUE,AMPLITUDE_KMS,PERIOD_DAYS,ECCENTRICITY,SIGNAL_MODEL,NOISE_MODEL,SEED,N_TRIALS,N_DETECTED,DETECTION_FRACTION
ALL,ALL,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,619,0,0.0
BASELINE_DAYS,GE180,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,70,0,0.0
BASELINE_DAYS,LT30,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,311,0,0.0
MEDIAN_FEH,GE_MINUS0_5,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,513,0,0.0
MEDIAN_FEH,LT_MINUS1_5,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,97,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,390,0,0.0
MEDIAN_LOGG,GE3_5,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,954,0,0.0
MEDIAN_LOGG,LT3_5,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,46,0,0.0
MEDIAN_SN_R,10_TO_30,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,422,0,0.0
MEDIAN_SN_R,GE30,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,439,0,0.0
MEDIAN_SN_R,LT10,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,139,0,0.0
MEDIAN_TEFF,4500_TO_6500,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,823,0,0.0
MEDIAN_TEFF,GE6500,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,28,0,0.0
MEDIAN_TEFF,LT4500,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,149,0,0.0
N_EPOCHS,3,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,595,0,0.0
N_EPOCHS,4,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,201,0,0.0
N_EPOCHS,5+,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,204,0,0.0
PROGRAM,BACKUP,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,796,0,0.0
PROGRAM,BRIGHT,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,126,0,0.0
PROGRAM,DARK,0.0,,0.0,NULL,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,78,0,0.0
ALL,ALL,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,587,0,0.0
BASELINE_DAYS,GE180,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,76,0,0.0
BASELINE_DAYS,LT30,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,337,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,526,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,102,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,372,0,0.0
MEDIAN_LOGG,GE3_5,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,954,0,0.0
MEDIAN_LOGG,LT3_5,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,46,0,0.0
MEDIAN_SN_R,10_TO_30,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,415,0,0.0
MEDIAN_SN_R,GE30,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,460,0,0.0
MEDIAN_SN_R,LT10,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,125,0,0.0
MEDIAN_TEFF,4500_TO_6500,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,810,0,0.0
MEDIAN_TEFF,GE6500,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,38,0,0.0
MEDIAN_TEFF,LT4500,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,152,0,0.0
N_EPOCHS,3,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,604,0,0.0
N_EPOCHS,4,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,183,0,0.0
N_EPOCHS,5+,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,213,0,0.0
PROGRAM,BACKUP,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,786,0,0.0
PROGRAM,BRIGHT,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,121,0,0.0
PROGRAM,DARK,2.0,2.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,93,0,0.0
ALL,ALL,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,599,0,0.0
BASELINE_DAYS,GE180,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,68,0,0.0
BASELINE_DAYS,LT30,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,333,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,518,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,118,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,364,0,0.0
MEDIAN_LOGG,GE3_5,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,955,0,0.0
MEDIAN_LOGG,LT3_5,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,45,0,0.0
MEDIAN_SN_R,10_TO_30,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,449,0,0.0
MEDIAN_SN_R,GE30,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,397,0,0.0
MEDIAN_SN_R,LT10,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,154,0,0.0
MEDIAN_TEFF,4500_TO_6500,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,800,0,0.0
MEDIAN_TEFF,GE6500,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,42,0,0.0
MEDIAN_TEFF,LT4500,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,158,0,0.0
N_EPOCHS,3,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,610,0,0.0
N_EPOCHS,4,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,183,0,0.0
N_EPOCHS,5+,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,207,0,0.0
PROGRAM,BACKUP,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,770,0,0.0
PROGRAM,BRIGHT,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,134,0,0.0
PROGRAM,DARK,2.0,2.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,96,0,0.0
ALL,ALL,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,615,0,0.0
BASELINE_DAYS,GE180,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,74,0,0.0
BASELINE_DAYS,LT30,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,311,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,512,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,117,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,371,0,0.0
MEDIAN_LOGG,GE3_5,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,936,0,0.0
MEDIAN_LOGG,LT3_5,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,64,0,0.0
MEDIAN_SN_R,10_TO_30,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,426,0,0.0
MEDIAN_SN_R,GE30,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,443,0,0.0
MEDIAN_SN_R,LT10,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,131,0,0.0
MEDIAN_TEFF,4500_TO_6500,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,813,0,0.0
MEDIAN_TEFF,GE6500,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,33,0,0.0
MEDIAN_TEFF,LT4500,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,154,0,0.0
N_EPOCHS,3,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,598,0,0.0
N_EPOCHS,4,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,184,0,0.0
N_EPOCHS,5+,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,218,0,0.0
PROGRAM,BACKUP,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,783,0,0.0
PROGRAM,BRIGHT,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,120,0,0.0
PROGRAM,DARK,2.0,2.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,97,0,0.0
ALL,ALL,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,604,0,0.0
BASELINE_DAYS,GE180,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,75,0,0.0
BASELINE_DAYS,LT30,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,321,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,450,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,123,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,427,0,0.0
MEDIAN_LOGG,GE3_5,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,954,0,0.0
MEDIAN_LOGG,LT3_5,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,46,0,0.0
MEDIAN_SN_R,10_TO_30,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,437,0,0.0
MEDIAN_SN_R,GE30,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,428,0,0.0
MEDIAN_SN_R,LT10,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,135,0,0.0
MEDIAN_TEFF,4500_TO_6500,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,836,0,0.0
MEDIAN_TEFF,GE6500,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,33,0,0.0
MEDIAN_TEFF,LT4500,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,131,0,0.0
N_EPOCHS,3,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,603,0,0.0
N_EPOCHS,4,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,187,0,0.0
N_EPOCHS,5+,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,210,0,0.0
PROGRAM,BACKUP,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,770,0,0.0
PROGRAM,BRIGHT,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,132,0,0.0
PROGRAM,DARK,2.0,10.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,98,0,0.0
ALL,ALL,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,623,0,0.0
BASELINE_DAYS,GE180,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,73,0,0.0
BASELINE_DAYS,LT30,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,304,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,521,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,94,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,385,0,0.0
MEDIAN_LOGG,GE3_5,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,945,0,0.0
MEDIAN_LOGG,LT3_5,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,55,0,0.0
MEDIAN_SN_R,10_TO_30,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,395,0,0.0
MEDIAN_SN_R,GE30,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,454,0,0.0
MEDIAN_SN_R,LT10,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,151,0,0.0
MEDIAN_TEFF,4500_TO_6500,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,808,0,0.0
MEDIAN_TEFF,GE6500,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,37,0,0.0
MEDIAN_TEFF,LT4500,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,155,0,0.0
N_EPOCHS,3,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,609,0,0.0
N_EPOCHS,4,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,198,0,0.0
N_EPOCHS,5+,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,193,0,0.0
PROGRAM,BACKUP,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,800,0,0.0
PROGRAM,BRIGHT,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,125,0,0.0
PROGRAM,DARK,2.0,10.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,75,0,0.0
ALL,ALL,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,630,0,0.0
BASELINE_DAYS,GE180,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,76,0,0.0
BASELINE_DAYS,LT30,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,294,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,491,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,107,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,402,0,0.0
MEDIAN_LOGG,GE3_5,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,933,0,0.0
MEDIAN_LOGG,LT3_5,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,67,0,0.0
MEDIAN_SN_R,10_TO_30,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,418,0,0.0
MEDIAN_SN_R,GE30,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,448,0,0.0
MEDIAN_SN_R,LT10,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,134,0,0.0
MEDIAN_TEFF,4500_TO_6500,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,813,0,0.0
MEDIAN_TEFF,GE6500,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,33,0,0.0
MEDIAN_TEFF,LT4500,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,154,0,0.0
N_EPOCHS,3,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,584,0,0.0
N_EPOCHS,4,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,199,0,0.0
N_EPOCHS,5+,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,217,0,0.0
PROGRAM,BACKUP,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,792,0,0.0
PROGRAM,BRIGHT,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,117,0,0.0
PROGRAM,DARK,2.0,10.0,0.8,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,91,0,0.0
ALL,ALL,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,613,0,0.0
BASELINE_DAYS,GE180,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,71,0,0.0
BASELINE_DAYS,LT30,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,316,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,541,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,103,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,356,0,0.0
MEDIAN_LOGG,GE3_5,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,940,0,0.0
MEDIAN_LOGG,LT3_5,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,60,0,0.0
MEDIAN_SN_R,10_TO_30,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,397,0,0.0
MEDIAN_SN_R,GE30,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,458,0,0.0
MEDIAN_SN_R,LT10,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,145,0,0.0
MEDIAN_TEFF,4500_TO_6500,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,796,0,0.0
MEDIAN_TEFF,GE6500,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,39,0,0.0
MEDIAN_TEFF,LT4500,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,165,0,0.0
N_EPOCHS,3,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,611,0,0.0
N_EPOCHS,4,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,181,0,0.0
N_EPOCHS,5+,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,208,0,0.0
PROGRAM,BACKUP,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,801,0,0.0
PROGRAM,BRIGHT,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,117,0,0.0
PROGRAM,DARK,2.0,100.0,0.0,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,82,0,0.0
ALL,ALL,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,1000,0,0.0
BASELINE_DAYS,30_TO_180,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,601,0,0.0
BASELINE_DAYS,GE180,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,70,0,0.0
BASELINE_DAYS,LT30,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,329,0,0.0
MEDIAN_FEH,GE_MINUS0_5,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,486,0,0.0
MEDIAN_FEH,LT_MINUS1_5,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,110,0,0.0
MEDIAN_FEH,MINUS1_5_TO_MINUS0_5,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,404,0,0.0
MEDIAN_LOGG,GE3_5,2.0,100.0,0.5,KEPLERIAN,GAUSSIAN_PLUS_BOOTSTRAP_OFFSET,20260713,948,0,0.0
